customer_id,age,age_group,job,marital,education,default,balance,balance_band,housing,loan,contact,day,month,period,duration,campaign,campaign_band,pdays,previous,poutcome,contacted,engaged,warm_lead,converted,y
C00042,50,50-59,management,married,secondary,no,49,0-999,yes,no,unknown,5,may,2026-05,180,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00043,60,60+,blue-collar,married,unknown,no,104,0-999,yes,no,unknown,5,may,2026-05,22,1,1 contact,-1,0,unknown,0,0,0,0,no
C00044,54,50-59,retired,married,secondary,no,529,0-999,yes,no,unknown,5,may,2026-05,1492,1,1 contact,-1,0,unknown,0,1,1,0,no
C00045,58,50-59,retired,married,unknown,no,96,0-999,yes,no,unknown,5,may,2026-05,616,1,1 contact,-1,0,unknown,0,1,1,0,no
C00046,36,30-39,admin.,single,primary,no,-171,Negative,yes,no,unknown,5,may,2026-05,242,1,1 contact,-1,0,unknown,0,1,1,0,no
C00047,58,50-59,self-employed,married,tertiary,no,-364,Negative,yes,no,unknown,5,may,2026-05,355,1,1 contact,-1,0,unknown,0,1,1,0,no
C00048,44,40-49,technician,married,secondary,no,0,0-999,yes,no,unknown,5,may,2026-05,225,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00049,55,50-59,technician,divorced,secondary,no,0,0-999,no,no,unknown,5,may,2026-05,160,1,1 contact,-1,0,unknown,0,0,0,0,no
C00050,29,18-29,management,single,tertiary,no,0,0-999,yes,no,unknown,5,may,2026-05,363,1,1 contact,-1,0,unknown,0,1,1,0,no
C00051,54,50-59,blue-collar,married,secondary,no,1291,1k-4.9k,yes,no,unknown,5,may,2026-05,266,1,1 contact,-1,0,unknown,0,1,1,0,no
C00052,48,40-49,management,divorced,tertiary,no,-244,Negative,yes,no,unknown,5,may,2026-05,253,1,1 contact,-1,0,unknown,0,1,1,0,no
C00053,32,30-39,management,married,tertiary,no,0,0-999,yes,no,unknown,5,may,2026-05,179,1,1 contact,-1,0,unknown,0,0,0,0,no
C00054,42,40-49,admin.,single,secondary,no,-76,Negative,yes,no,unknown,5,may,2026-05,787,1,1 contact,-1,0,unknown,0,1,1,0,no
C00055,24,18-29,technician,single,secondary,no,-103,Negative,yes,yes,unknown,5,may,2026-05,145,1,1 contact,-1,0,unknown,0,0,0,0,no
C00056,38,30-39,entrepreneur,single,tertiary,no,243,0-999,no,yes,unknown,5,may,2026-05,174,1,1 contact,-1,0,unknown,0,0,0,0,no
C00057,38,30-39,management,single,tertiary,no,424,0-999,yes,no,unknown,5,may,2026-05,104,1,1 contact,-1,0,unknown,0,0,0,0,no
C00058,47,40-49,blue-collar,married,unknown,no,306,0-999,yes,no,unknown,5,may,2026-05,13,1,1 contact,-1,0,unknown,0,0,0,0,no
C00059,40,40-49,blue-collar,single,unknown,no,24,0-999,yes,no,unknown,5,may,2026-05,185,1,1 contact,-1,0,unknown,0,1,1,0,no
C00060,46,40-49,services,married,primary,no,179,0-999,yes,no,unknown,5,may,2026-05,1778,1,1 contact,-1,0,unknown,0,1,1,0,no
C00061,32,30-39,admin.,married,tertiary,no,0,0-999,yes,no,unknown,5,may,2026-05,138,1,1 contact,-1,0,unknown,0,0,0,0,no
C00062,53,50-59,technician,divorced,secondary,no,989,0-999,yes,no,unknown,5,may,2026-05,812,1,1 contact,-1,0,unknown,0,1,1,0,no
C00063,57,50-59,blue-collar,married,primary,no,249,0-999,yes,no,unknown,5,may,2026-05,164,1,1 contact,-1,0,unknown,0,0,0,0,no
C00064,33,30-39,services,married,secondary,no,790,0-999,yes,no,unknown,5,may,2026-05,391,1,1 contact,-1,0,unknown,0,1,1,0,no
C00065,49,40-49,blue-collar,married,unknown,no,154,0-999,yes,no,unknown,5,may,2026-05,357,1,1 contact,-1,0,unknown,0,1,1,0,no
C00066,51,50-59,management,married,tertiary,no,6530,5k+,yes,no,unknown,5,may,2026-05,91,1,1 contact,-1,0,unknown,0,0,0,0,no
C00067,60,60+,retired,married,tertiary,no,100,0-999,no,no,unknown,5,may,2026-05,528,1,1 contact,-1,0,unknown,0,1,1,0,no
C00068,59,50-59,management,divorced,tertiary,no,59,0-999,yes,no,unknown,5,may,2026-05,273,1,1 contact,-1,0,unknown,0,1,1,0,no
C00069,55,50-59,technician,married,secondary,no,1205,1k-4.9k,yes,no,unknown,5,may,2026-05,158,2,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00070,35,30-39,blue-collar,single,secondary,no,12223,5k+,yes,yes,unknown,5,may,2026-05,177,1,1 contact,-1,0,unknown,0,0,0,0,no
C00071,57,50-59,blue-collar,married,secondary,no,5935,5k+,yes,yes,unknown,5,may,2026-05,258,1,1 contact,-1,0,unknown,0,1,1,0,no
C00072,31,30-39,services,married,secondary,no,25,0-999,yes,yes,unknown,5,may,2026-05,172,1,1 contact,-1,0,unknown,0,0,0,0,no
C00073,54,50-59,management,married,secondary,no,282,0-999,yes,yes,unknown,5,may,2026-05,154,1,1 contact,-1,0,unknown,0,0,0,0,no
C00074,55,50-59,blue-collar,married,primary,no,23,0-999,yes,no,unknown,5,may,2026-05,291,1,1 contact,-1,0,unknown,0,1,1,0,no
C00075,43,40-49,technician,married,secondary,no,1937,1k-4.9k,yes,no,unknown,5,may,2026-05,181,1,1 contact,-1,0,unknown,0,1,1,0,no
C00076,53,50-59,technician,married,secondary,no,384,0-999,yes,no,unknown,5,may,2026-05,176,1,1 contact,-1,0,unknown,0,0,0,0,no
C00077,44,40-49,blue-collar,married,secondary,no,582,0-999,no,yes,unknown,5,may,2026-05,211,1,1 contact,-1,0,unknown,0,1,1,0,no
C00078,55,50-59,services,divorced,secondary,no,91,0-999,no,no,unknown,5,may,2026-05,349,1,1 contact,-1,0,unknown,0,1,1,0,no
C00079,49,40-49,services,divorced,secondary,no,0,0-999,yes,yes,unknown,5,may,2026-05,272,1,1 contact,-1,0,unknown,0,1,1,0,no
C00080,55,50-59,services,divorced,secondary,yes,1,0-999,yes,no,unknown,5,may,2026-05,208,1,1 contact,-1,0,unknown,0,1,1,0,no
C00081,45,40-49,admin.,single,secondary,no,206,0-999,yes,no,unknown,5,may,2026-05,193,1,1 contact,-1,0,unknown,0,1,1,0,no
C00082,47,40-49,services,divorced,secondary,no,164,0-999,no,no,unknown,5,may,2026-05,212,1,1 contact,-1,0,unknown,0,1,1,0,no
C00083,42,40-49,technician,single,secondary,no,690,0-999,yes,no,unknown,5,may,2026-05,20,1,1 contact,-1,0,unknown,0,0,0,0,no
C00084,59,50-59,admin.,married,secondary,no,2343,1k-4.9k,yes,no,unknown,5,may,2026-05,1042,1,1 contact,-1,0,unknown,0,1,1,1,yes
C00085,46,40-49,self-employed,married,tertiary,no,137,0-999,yes,yes,unknown,5,may,2026-05,246,1,1 contact,-1,0,unknown,0,1,1,0,no
C00086,51,50-59,blue-collar,married,primary,no,173,0-999,yes,no,unknown,5,may,2026-05,529,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00087,56,50-59,admin.,married,secondary,no,45,0-999,no,no,unknown,5,may,2026-05,1467,1,1 contact,-1,0,unknown,0,1,1,1,yes
C00088,41,40-49,technician,married,secondary,no,1270,1k-4.9k,yes,no,unknown,5,may,2026-05,1389,1,1 contact,-1,0,unknown,0,1,1,1,yes
C00089,46,40-49,management,divorced,secondary,no,16,0-999,yes,yes,unknown,5,may,2026-05,188,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00090,57,50-59,retired,married,secondary,no,486,0-999,yes,no,unknown,5,may,2026-05,180,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00091,42,40-49,management,single,secondary,no,50,0-999,no,no,unknown,5,may,2026-05,48,1,1 contact,-1,0,unknown,0,0,0,0,no
C00092,30,30-39,technician,married,secondary,no,152,0-999,yes,yes,unknown,5,may,2026-05,213,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00093,60,60+,admin.,married,secondary,no,290,0-999,yes,no,unknown,5,may,2026-05,583,1,1 contact,-1,0,unknown,0,1,1,0,no
C00094,60,60+,blue-collar,married,unknown,no,54,0-999,yes,no,unknown,5,may,2026-05,221,1,1 contact,-1,0,unknown,0,1,1,0,no
C00095,57,50-59,entrepreneur,divorced,secondary,no,-37,Negative,no,no,unknown,5,may,2026-05,173,1,1 contact,-1,0,unknown,0,0,0,0,no
C00096,36,30-39,management,married,tertiary,no,101,0-999,yes,yes,unknown,5,may,2026-05,426,1,1 contact,-1,0,unknown,0,1,1,0,no
C00097,55,50-59,blue-collar,married,secondary,no,383,0-999,no,no,unknown,5,may,2026-05,287,1,1 contact,-1,0,unknown,0,1,1,0,no
C00098,60,60+,retired,married,tertiary,no,81,0-999,yes,no,unknown,5,may,2026-05,101,1,1 contact,-1,0,unknown,0,0,0,0,no
C00099,39,30-39,technician,married,secondary,no,0,0-999,yes,no,unknown,5,may,2026-05,203,1,1 contact,-1,0,unknown,0,1,1,0,no
C00100,46,40-49,management,married,tertiary,no,229,0-999,yes,no,unknown,5,may,2026-05,197,1,1 contact,-1,0,unknown,0,1,1,0,no
C00101,44,40-49,blue-collar,married,secondary,no,-674,Negative,yes,no,unknown,5,may,2026-05,257,1,1 contact,-1,0,unknown,0,1,1,0,no
C00102,53,50-59,blue-collar,married,primary,no,90,0-999,no,no,unknown,5,may,2026-05,124,1,1 contact,-1,0,unknown,0,0,0,0,no
C00103,52,50-59,blue-collar,married,primary,no,128,0-999,yes,no,unknown,5,may,2026-05,229,1,1 contact,-1,0,unknown,0,1,1,0,no
C00104,59,50-59,blue-collar,married,primary,no,179,0-999,yes,no,unknown,5,may,2026-05,55,3,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00105,27,18-29,technician,single,tertiary,no,0,0-999,yes,no,unknown,5,may,2026-05,400,1,1 contact,-1,0,unknown,0,1,1,0,no
C00106,44,40-49,blue-collar,married,secondary,no,54,0-999,yes,no,unknown,5,may,2026-05,197,1,1 contact,-1,0,unknown,0,1,1,0,no
C00107,47,40-49,technician,married,tertiary,no,151,0-999,yes,no,unknown,5,may,2026-05,190,1,1 contact,-1,0,unknown,0,1,1,0,no
C00108,34,30-39,admin.,married,secondary,no,61,0-999,no,yes,unknown,5,may,2026-05,21,1,1 contact,-1,0,unknown,0,0,0,0,no
C00109,59,50-59,retired,single,secondary,no,30,0-999,yes,no,unknown,5,may,2026-05,514,1,1 contact,-1,0,unknown,0,1,1,0,no
C00110,45,40-49,management,married,tertiary,no,523,0-999,yes,no,unknown,5,may,2026-05,849,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00111,29,18-29,services,divorced,secondary,no,31,0-999,yes,no,unknown,5,may,2026-05,194,1,1 contact,-1,0,unknown,0,1,1,0,no
C00112,46,40-49,technician,divorced,secondary,no,79,0-999,no,no,unknown,5,may,2026-05,144,1,1 contact,-1,0,unknown,0,0,0,0,no
C00113,56,50-59,self-employed,married,primary,no,-34,Negative,yes,yes,unknown,5,may,2026-05,212,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00114,36,30-39,blue-collar,married,primary,no,448,0-999,yes,no,unknown,5,may,2026-05,286,1,1 contact,-1,0,unknown,0,1,1,0,no
C00115,59,50-59,retired,divorced,primary,no,81,0-999,yes,no,unknown,5,may,2026-05,107,1,1 contact,-1,0,unknown,0,0,0,0,no
C00116,44,40-49,blue-collar,married,secondary,no,144,0-999,yes,no,unknown,5,may,2026-05,247,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00117,41,40-49,admin.,married,secondary,no,351,0-999,yes,no,unknown,5,may,2026-05,518,1,1 contact,-1,0,unknown,0,1,1,0,no
C00118,33,30-39,management,single,tertiary,no,-67,Negative,yes,no,unknown,5,may,2026-05,364,1,1 contact,-1,0,unknown,0,1,1,0,no
C00119,59,50-59,management,divorced,tertiary,no,262,0-999,no,no,unknown,5,may,2026-05,178,1,1 contact,-1,0,unknown,0,0,0,0,no
C00120,57,50-59,technician,married,primary,no,0,0-999,no,no,unknown,5,may,2026-05,98,1,1 contact,-1,0,unknown,0,0,0,0,no
C00121,56,50-59,technician,divorced,unknown,no,56,0-999,yes,no,unknown,5,may,2026-05,439,1,1 contact,-1,0,unknown,0,1,1,0,no
C00122,51,50-59,blue-collar,married,secondary,no,26,0-999,yes,no,unknown,5,may,2026-05,79,1,1 contact,-1,0,unknown,0,0,0,0,no
C00123,34,30-39,admin.,married,unknown,no,3,0-999,yes,no,unknown,5,may,2026-05,120,3,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00124,43,40-49,services,married,secondary,no,41,0-999,yes,yes,unknown,5,may,2026-05,127,2,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00125,52,50-59,technician,married,tertiary,no,7,0-999,no,yes,unknown,5,may,2026-05,175,1,1 contact,-1,0,unknown,0,0,0,0,no
C00126,33,30-39,technician,single,secondary,no,105,0-999,yes,no,unknown,5,may,2026-05,262,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00127,29,18-29,admin.,single,secondary,no,818,0-999,yes,yes,unknown,5,may,2026-05,61,1,1 contact,-1,0,unknown,0,0,0,0,no
C00128,34,30-39,services,married,secondary,no,-16,Negative,yes,yes,unknown,5,may,2026-05,78,1,1 contact,-1,0,unknown,0,0,0,0,no
C00129,31,30-39,blue-collar,married,secondary,no,0,0-999,yes,no,unknown,5,may,2026-05,143,1,1 contact,-1,0,unknown,0,0,0,0,no
C00130,55,50-59,services,married,secondary,no,2476,1k-4.9k,yes,no,unknown,5,may,2026-05,579,1,1 contact,-1,0,unknown,0,1,1,1,yes
C00131,55,50-59,management,married,unknown,no,1185,1k-4.9k,no,no,unknown,5,may,2026-05,677,1,1 contact,-1,0,unknown,0,1,1,0,no
C00132,32,30-39,admin.,single,secondary,no,217,0-999,yes,no,unknown,5,may,2026-05,345,1,1 contact,-1,0,unknown,0,1,1,0,no
C00133,38,30-39,technician,single,secondary,no,1685,1k-4.9k,yes,no,unknown,5,may,2026-05,185,1,1 contact,-1,0,unknown,0,1,1,0,no
C00134,55,50-59,admin.,single,secondary,no,802,0-999,yes,yes,unknown,5,may,2026-05,100,2,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00135,28,18-29,unemployed,single,tertiary,no,0,0-999,yes,no,unknown,5,may,2026-05,125,2,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00136,23,18-29,blue-collar,married,secondary,no,94,0-999,yes,no,unknown,5,may,2026-05,193,1,1 contact,-1,0,unknown,0,1,1,0,no
C00137,32,30-39,technician,single,secondary,no,0,0-999,yes,no,unknown,5,may,2026-05,136,1,1 contact,-1,0,unknown,0,0,0,0,no
C00138,43,40-49,services,single,unknown,no,0,0-999,no,no,unknown,5,may,2026-05,73,1,1 contact,-1,0,unknown,0,0,0,0,no
C00139,32,30-39,blue-collar,married,secondary,no,517,0-999,yes,no,unknown,5,may,2026-05,528,1,1 contact,-1,0,unknown,0,1,1,0,no
C00140,46,40-49,blue-collar,married,secondary,no,265,0-999,yes,no,unknown,5,may,2026-05,541,1,1 contact,-1,0,unknown,0,1,1,0,no
C00141,53,50-59,housemaid,divorced,primary,no,947,0-999,yes,no,unknown,5,may,2026-05,163,1,1 contact,-1,0,unknown,0,0,0,0,no
C00142,34,30-39,self-employed,single,secondary,no,3,0-999,yes,no,unknown,5,may,2026-05,301,1,1 contact,-1,0,unknown,0,1,1,0,no
C00143,57,50-59,unemployed,married,tertiary,no,42,0-999,no,no,unknown,5,may,2026-05,46,1,1 contact,-1,0,unknown,0,0,0,0,no
C00144,37,30-39,blue-collar,married,secondary,no,37,0-999,yes,no,unknown,5,may,2026-05,204,1,1 contact,-1,0,unknown,0,1,1,0,no
C00145,59,50-59,blue-collar,married,secondary,no,57,0-999,yes,no,unknown,5,may,2026-05,98,1,1 contact,-1,0,unknown,0,0,0,0,no
C00146,33,30-39,services,married,secondary,no,22,0-999,yes,no,unknown,5,may,2026-05,71,1,1 contact,-1,0,unknown,0,0,0,0,no
C00147,56,50-59,blue-collar,divorced,primary,no,8,0-999,yes,no,unknown,5,may,2026-05,157,2,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00148,48,40-49,unemployed,married,secondary,no,293,0-999,yes,no,unknown,5,may,2026-05,243,1,1 contact,-1,0,unknown,0,1,1,0,no
C00149,43,40-49,services,married,primary,no,3,0-999,yes,no,unknown,5,may,2026-05,186,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00150,54,50-59,blue-collar,married,primary,no,348,0-999,yes,no,unknown,5,may,2026-05,579,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00151,51,50-59,blue-collar,married,unknown,no,-19,Negative,yes,no,unknown,5,may,2026-05,163,2,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00152,26,18-29,student,single,secondary,no,0,0-999,yes,no,unknown,5,may,2026-05,610,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00153,40,40-49,management,married,tertiary,no,-4,Negative,yes,no,unknown,5,may,2026-05,2033,1,1 contact,-1,0,unknown,0,1,1,0,no
C00154,39,30-39,management,married,secondary,no,18,0-999,yes,no,unknown,5,may,2026-05,85,1,1 contact,-1,0,unknown,0,0,0,0,no
C00155,50,50-59,technician,married,primary,no,139,0-999,no,no,unknown,5,may,2026-05,114,2,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00156,41,40-49,services,married,secondary,no,0,0-999,yes,no,unknown,5,may,2026-05,114,2,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00157,51,50-59,blue-collar,married,unknown,no,1883,1k-4.9k,yes,no,unknown,5,may,2026-05,57,1,1 contact,-1,0,unknown,0,0,0,0,no
C00158,60,60+,retired,divorced,secondary,no,216,0-999,yes,no,unknown,5,may,2026-05,238,1,1 contact,-1,0,unknown,0,1,1,0,no
C00159,52,50-59,blue-collar,married,secondary,no,782,0-999,yes,no,unknown,5,may,2026-05,93,3,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00160,48,40-49,blue-collar,married,secondary,no,904,0-999,yes,no,unknown,5,may,2026-05,128,2,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00161,48,40-49,services,married,unknown,no,1705,1k-4.9k,yes,no,unknown,5,may,2026-05,107,1,1 contact,-1,0,unknown,0,0,0,0,no
C00162,39,30-39,technician,single,tertiary,no,47,0-999,yes,no,unknown,5,may,2026-05,181,1,1 contact,-1,0,unknown,0,1,1,0,no
C00163,47,40-49,services,single,secondary,no,176,0-999,yes,no,unknown,5,may,2026-05,303,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00164,40,40-49,blue-collar,married,secondary,no,1225,1k-4.9k,yes,no,unknown,5,may,2026-05,558,5,4+ contacts,-1,0,unknown,0,1,1,0,no
C00165,45,40-49,technician,married,secondary,no,86,0-999,yes,no,unknown,5,may,2026-05,270,1,1 contact,-1,0,unknown,0,1,1,0,no
C00166,26,18-29,admin.,single,secondary,no,82,0-999,yes,no,unknown,5,may,2026-05,228,1,1 contact,-1,0,unknown,0,1,1,0,no
C00167,52,50-59,management,married,tertiary,no,271,0-999,yes,no,unknown,5,may,2026-05,99,1,1 contact,-1,0,unknown,0,0,0,0,no
C00168,54,50-59,technician,married,secondary,no,1378,1k-4.9k,yes,no,unknown,5,may,2026-05,240,1,1 contact,-1,0,unknown,0,1,1,0,no
C00169,54,50-59,admin.,married,tertiary,no,184,0-999,no,no,unknown,5,may,2026-05,673,2,2-3 contacts,-1,0,unknown,0,1,1,1,yes
C00170,50,50-59,blue-collar,married,primary,no,0,0-999,no,no,unknown,5,may,2026-05,233,3,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00171,35,30-39,blue-collar,married,secondary,no,0,0-999,yes,no,unknown,5,may,2026-05,1056,1,1 contact,-1,0,unknown,0,1,1,0,no
C00172,44,40-49,services,married,secondary,no,1357,1k-4.9k,yes,yes,unknown,5,may,2026-05,250,1,1 contact,-1,0,unknown,0,1,1,0,no
C00173,53,50-59,entrepreneur,married,unknown,no,19,0-999,yes,no,unknown,5,may,2026-05,252,1,1 contact,-1,0,unknown,0,1,1,0,no
C00174,35,30-39,retired,single,primary,no,434,0-999,no,no,unknown,5,may,2026-05,138,1,1 contact,-1,0,unknown,0,0,0,0,no
C00175,60,60+,admin.,divorced,secondary,no,92,0-999,yes,no,unknown,5,may,2026-05,130,1,1 contact,-1,0,unknown,0,0,0,0,no
C00176,53,50-59,admin.,divorced,secondary,no,1151,1k-4.9k,yes,no,unknown,5,may,2026-05,412,1,1 contact,-1,0,unknown,0,1,1,0,no
C00177,48,40-49,unemployed,married,secondary,no,41,0-999,yes,no,unknown,5,may,2026-05,179,2,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00178,34,30-39,technician,married,secondary,no,51,0-999,yes,no,unknown,5,may,2026-05,19,2,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00179,54,50-59,services,married,secondary,no,214,0-999,yes,no,unknown,5,may,2026-05,458,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00180,51,50-59,management,married,secondary,no,1161,1k-4.9k,yes,no,unknown,5,may,2026-05,717,1,1 contact,-1,0,unknown,0,1,1,0,no
C00181,31,30-39,services,married,tertiary,no,37,0-999,yes,no,unknown,5,may,2026-05,313,1,1 contact,-1,0,unknown,0,1,1,0,no
C00182,35,30-39,technician,divorced,secondary,no,787,0-999,yes,no,unknown,5,may,2026-05,683,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00183,35,30-39,services,married,secondary,no,59,0-999,yes,no,unknown,5,may,2026-05,1077,1,1 contact,-1,0,unknown,0,1,1,0,no
